z_obs pos_0[rad] pos_1[rad] mag_SDSS_u mag_SDSS_g mag_SDSS_r mag_SDSS_i mag_SDSS_z mag_J mag_H mag_K Mstar
0.519509 5.28999844061e-05 -0.000331223668394 25.9365 23.2511 21.6756 20.7761 20.33 19.768 19.4428 19.3177 8.22439253638
0.519844 0.000120399984406 -0.000355523668394 25.7676 23.2142 21.6751 20.8064 20.3722 19.8263 19.5475 19.4277 10.7275451859
0.52086 0.000367399984406 -0.000451323668394 26.9021 26.5977 25.7371 25.3469 25.1298 24.8455 24.7366 24.6863 7.14819363113
0.520066 -0.000146200015594 -0.000433923668394 26.8253 26.535 25.6403 25.3596 25.2313 25.0515 25.0009 24.9971 6.58195726394
0.528228 -0.000104300015594 0.000306856331606 29.8054 27.5232 26.0166 25.1939 24.7626 24.2197 23.9735 23.8549 6.85306085093
0.528643 0.000533899984406 -0.000634423668394 25.9166 25.5119 24.5475 24.1306 23.9103 23.6212 23.4992 23.4424 7.5934521492
0.51993 -0.000129400015594 0.000195406331606 26.5055 26.3412 25.5523 25.2899 25.1585 24.9776 24.9433 24.9487 6.20067489967
0.498532 -0.000131200015594 0.000219416331606 26.8272 26.6573 25.8484 25.6254 25.5309 25.3942 25.385 25.4162 6.32684542516
0.530836 -0.000127700015594 0.000344766331606 23.3477 23.1681 22.3816 22.1386 22.026 21.8424 21.7588 21.7391 9.04632562192
0.531083 0.000506899984406 -1.83236683938e-05 26.6679 25.0764 23.6449 22.9349 22.5639 22.0943 21.858 21.7357 8.28765028517
0.529544 -0.000343000015594 0.000188876331606 27.4086 25.3061 23.7874 22.9287 22.4875 21.9161 21.6123 21.4804 7.72550103743
0.520069 -0.000337500015594 -0.000293023668394 27.2452 26.8905 25.9567 25.5421 25.3264 25.0617 24.9702 24.9263 6.89894377802
0.503383 0.000342299984406 0.000298366331606 26.4932 26.1919 25.277 24.9005 24.6985 24.4381 24.3569 24.3216 7.36155296692
0.519509 -0.000102100015594 -0.000941423668394 24.9756 24.7411 23.8622 23.5763 23.4379 23.242 23.1849 23.1765 8.03594557724
0.501492 2.22999844061e-05 -0.00103682366839 25.0373 24.8125 23.976 23.6886 23.5505 23.3485 23.2674 23.2434 7.77274516268
0.529099 -0.000274000015594 -0.00135752366839 28.932 27.0555 25.6456 24.9476 24.589 24.1683 24.0027 23.9164 7.00919755512
0.529799 0.000107999984406 -0.00127952366839 24.0488 23.1216 21.8784 21.2595 20.9402 20.5323 20.3373 20.2383 9.87674854787
0.51941 -0.000273200015594 -0.000873523668394 24.2934 24.0406 23.2307 22.8461 22.6334 22.3311 22.1793 22.1083 8.67267588934
0.52942 3.55999844061e-05 -0.000988023668394 26.4148 26.167 25.2739 24.9399 24.7713 24.5503 24.4869 24.4618 6.706640967
0.519324 -0.000121200015594 -0.000912823668394 26.4136 26.2956 25.54 25.3003 25.1858 25.0327 25.0377 25.0714 6.52715271103
0.53186 -0.000227200015594 -0.00112002366839 28.4578 26.2154 24.7562 23.9534 23.5471 23.0521 22.8346 22.7327 7.29188406911
0.531421 -0.000249000015594 -0.00114422366839 23.6024 22.843 21.7422 21.2392 20.9341 20.4441 20.1387 19.9815 10.220797822
0.483514 0.000439499984406 -0.00129582366839 27.3188 26.8016 25.733 25.2482 24.9926 24.6413 24.4766 24.4037 6.94285932401
0.529776 9.29998440605e-06 -0.000961223668394 24.5179 23.7632 22.6323 22.0591 21.7435 21.3104 21.0851 20.9742 9.30427517691
0.529744 5.34999844061e-05 -0.00137072366839 26.3705 26.1514 25.3016 25.0112 24.8647 24.6628 24.6054 24.5942 6.7037653442
0.503564 0.000242299984406 0.000345146331606 24.6263 24.3938 23.6876 23.399 23.2368 22.9815 22.8394 22.7747 8.38865359414
0.51924 -0.000172000015594 0.000342216331606 23.6453 23.0727 22.061 21.5327 21.2277 20.7717 20.5103 20.3888 9.34492333121
0.531189 -0.000211900015594 -0.000427523668394 25.3155 25.2587 24.6044 24.2393 24.02 23.7265 23.5886 23.5261 7.76571006069
0.520278 -2.33000155939e-05 -0.000631323668394 25.0604 24.9216 24.2149 23.8716 23.6762 23.3956 23.251 23.1857 7.91633842479
0.528655 0.000138499984406 -0.000216723668394 28.9099 27.7957 26.4654 25.959 25.7052 25.4077 25.3219 25.2786 6.70666251478
0.503383 3.95999844061e-05 0.000360096331606 27.0512 26.8717 26.0715 25.7528 25.5788 25.3614 25.327 25.3265 7.16003741416
0.528086 0.000626199984406 -0.000707223668394 26.7768 25.9541 24.6831 24.1846 23.9441 23.6232 23.4759 23.4059 7.81700448867
0.497938 0.000175499984406 0.00103490633161 28.9183 27.6967 26.3461 25.8011 25.531 25.2207 25.1134 25.0575 6.64235740166
0.530945 -0.000184000015594 0.00124346633161 24.0044 23.6398 22.7124 22.2633 22.0137 21.6427 21.4394 21.3494 8.8413393667
0.532566 -0.000183800015594 0.00112451633161 28.3923 25.93 24.412 23.5592 23.1284 22.5905 22.3329 22.2166 7.38063639084
0.529055 -0.000191100015594 0.000834556331606 28.2251 26.2443 24.7767 24.0381 23.6649 23.2082 22.9943 22.8889 8.30306327599
0.531523 -0.000182600015594 0.000786576331606 28.0738 25.7987 24.2958 23.4922 23.0818 22.58 22.3408 22.2227 8.31703131345
0.497676 -0.000178200015594 0.000645366331606 28.6786 27.1246 25.7346 25.1105 24.7957 24.4336 24.2969 24.2215 7.15949248359
0.531667 -0.000402400015594 0.000909086331606 27.7426 25.1649 23.6132 22.7168 22.27 21.7034 21.4156 21.2981 6.91721470923
0.531508 0.000460999984406 0.00105359633161 26.9271 26.6331 25.7456 25.4039 25.2272 24.9686 24.847 24.7996 6.95150872807
0.526581 -0.000204300015594 0.00125452633161 24.8821 23.6994 22.3432 21.7223 21.3677 20.8429 20.5352 20.3745 8.76948951616
0.528489 -5.35000155939e-05 6.19763316062e-05 26.1378 25.6406 24.6587 24.1815 23.9062 23.4864 23.2617 23.1588 7.73743358459
0.520281 -0.000397400015594 -0.000445023668394 24.1743 23.9546 23.1303 22.8138 22.6499 22.409 22.2961 22.2514 8.4719147609
0.530758 0.000347099984406 2.09763316062e-05 28.2948 26.0197 24.546 23.7311 23.3177 22.8104 22.5712 22.465 7.16977937117
0.530021 0.000178199984406 0.000295396331606 26.5622 26.3526 25.5215 25.2189 25.0615 24.8317 24.7406 24.712 6.91101961308
0.520881 0.000341699984406 -4.46236683938e-05 23.7449 23.0628 22.0394 21.6069 21.3425 20.8864 20.5953 20.4502 9.80527151287
0.531561 0.000127599984406 0.000271586331606 26.9168 26.4583 25.4118 25.04 24.8529 24.6259 24.5779 24.5669 6.96969107268
0.489642 0.000608699984406 0.000212516331606 26.232 25.7961 24.8377 24.3625 24.0989 23.7528 23.5986 23.5234 7.84190245044
0.530967 0.000641899984406 0.000163776331606 30.0836 27.8379 26.3816 25.5895 25.1867 24.7009 24.49 24.3891 6.72489607022
0.498995 0.000644599984406 -0.000282623668394 26.0546 25.8653 25.0533 24.763 24.6133 24.4034 24.338 24.3233 7.14217908207
0.521237 -3.90000155939e-05 -0.000337023668394 24.4866 23.9701 22.9804 22.5257 22.272 21.8987 21.703 21.609 9.10948893577
0.527116 5.91999844061e-05 0.000375516331606 28.8918 26.1597 24.5538 23.6495 23.1843 22.5826 22.2622 22.1198 7.38644683244
0.527503 -0.000225100015594 0.000156076331606 29.4077 27.0618 25.5796 24.7644 24.3525 23.8474 23.6176 23.5076 6.97068848651
0.531516 8.88999844061e-05 0.000536586331606 28.2843 27.0519 25.6849 25.1514 24.8951 24.5947 24.4941 24.4389 6.73322213846
0.530675 9.15999844061e-05 0.00134681633161 24.7679 24.1098 23.0627 22.5859 22.3091 21.8827 21.645 21.5254 8.82589660089
0.531735 0.000407999984406 0.000445796331606 26.7252 25.9945 24.8204 24.3824 24.1569 23.8453 23.7092 23.6521 6.84501415606
0.529791 0.000407099984406 0.000675346331606 23.7428 23.6901 23.0264 22.7467 22.5882 22.3432 22.2362 22.2008 6.94525358417
0.489577 -0.000152500015594 0.00118859633161 23.7045 23.672 23.0483 22.8604 22.7708 22.6067 22.5333 22.5293 7.40767278715
0.531018 -0.000302800015594 0.000827046331606 27.4037 25.4429 23.9556 23.1152 22.6812 22.1225 21.8366 21.7119 7.48601845027
0.528637 -0.000266300015594 0.00133533633161 23.655 21.2587 19.7222 18.8359 18.3942 17.8361 17.5564 17.4456 11.1001259548
0.527421 0.000325999984406 0.000845426331606 27.5852 26.4126 25.1297 24.4771 24.1346 23.7253 23.5598 23.4724 6.97516440386
0.530779 0.000620199984406 0.00107707633161 27.403 27.0035 26.0285 25.6225 25.4128 25.1321 25.0222 24.9754 6.03356277587
0.529755 -0.000353100015594 0.000582116331606 27.596 27.0747 26.062 25.4753 25.1512 24.7318 24.5441 24.4501 7.41204625773
0.527678 3.01999844061e-05 0.000919526331606 27.4714 26.2969 24.9796 24.2925 23.9253 23.453 23.227 23.1104 8.12723978836
0.527518 0.000285799984406 0.000651936331606 25.9994 25.0375 23.8377 23.189 22.84 22.3941 22.1866 22.0839 8.36309740693
0.529124 -0.000295600015594 0.000764866331606 25.9573 25.4588 24.4527 23.9781 23.7204 23.369 23.2037 23.1197 7.64507128255
0.526506 -0.000153100015594 0.000792246331606 27.1327 25.3256 23.8564 23.1424 22.774 22.3204 22.1106 22.0 8.17982767658
0.497581 -0.000148200015594 0.000695206331606 27.2227 26.7629 25.7761 25.3285 25.0858 24.7611 24.6152 24.5451 6.82870017846
0.529882 1.65999844061e-05 0.00129963633161 28.3245 26.7864 25.3812 24.7602 24.4538 24.089 23.9485 23.8745 7.06906536189
0.530926 -0.000226800015594 0.000942616331606 27.6179 25.0179 23.4617 22.5676 22.1207 21.5556 21.2689 21.1499 7.03065864318
0.498504 0.000293899984406 0.000752206331606 26.2282 26.0414 25.2453 24.8843 24.6887 24.4366 24.3319 24.2849 7.22350517102
0.525027 -0.000341600015594 0.00128050633161 26.0644 24.2021 22.7168 21.8759 21.4481 20.8987 20.609 20.4924 7.95460189643
0.527524 0.000387799984406 0.000717656331606 22.2433 21.8758 20.9797 20.5643 20.3341 19.9971 19.8183 19.7315 10.3523834211
0.529885 -0.000300900015594 0.000389376331606 27.5627 25.4859 24.0101 23.2362 22.8452 22.3649 22.1306 22.0224 7.40041613134
1.18862 0.00142469998441 -0.00139082366839 25.9316 25.8669 25.7188 25.4577 24.7103 24.3062 24.0984 23.939 7.94248577458
1.13387 0.00143749998441 -0.000745823668394 23.9953 23.9646 23.926 23.8464 23.239 23.1339 23.0923 23.0355 7.66048062221
1.16217 0.000825099984406 -0.000761323668394 27.4147 27.1872 26.5142 25.9189 25.0505 24.3551 23.9222 23.5705 8.2020035417
1.1853 0.000767599984406 -0.000760023668394 27.1381 26.7448 26.1977 25.6166 24.5803 24.1299 23.9392 23.8143 7.8643859951
1.19435 0.00100619998441 -0.00123812366839 26.4878 26.2983 25.6803 25.1228 24.3037 23.5996 23.141 22.7519 8.83364322634
1.18552 0.00100729998441 -0.000788523668394 24.5869 24.47 24.2507 23.9773 23.2353 22.8445 22.6221 22.4324 9.28367374353
1.19447 0.000919099984406 -0.00136532366839 25.8731 25.6483 25.0853 24.5776 23.7397 23.1328 22.7696 22.4703 9.32515769492
1.1417 0.00141499998441 -0.000805623668394 26.7594 26.5844 26.2551 25.9455 25.1615 24.8505 24.6767 24.5197 8.09930309078
1.15528 0.000656899984406 -0.000816923668394 24.6292 24.526 24.3124 24.0313 23.3009 22.8604 22.619 22.4234 9.02949497454
1.1862 0.000816099984406 -0.000746123668394 27.0207 26.7039 26.2471 25.7465 24.76 24.3752 24.2108 24.0838 7.27860607628
1.18729 0.00127739998441 -0.00139782366839 26.0591 25.9207 25.4163 24.8927 24.0819 23.3607 22.9389 22.605 8.88877115638
1.18545 0.000811599984406 -0.00101422366839 25.2953 25.1097 24.7826 24.4781 23.739 23.3572 23.1298 22.9284 8.91641072337
1.19775 0.00121889998441 -0.000846223668394 25.9924 26.0223 26.0485 25.9852 25.3822 25.2696 25.2288 25.1858 7.04970546863
1.18744 0.00138429998441 -0.00142702366839 25.1933 25.0116 24.6905 24.4466 23.7335 23.513 23.3817 23.2422 7.84756892885
1.19413 0.00113679998441 -0.00129652366839 26.1043 25.9472 25.691 25.3594 24.5298 24.1308 23.9331 23.7754 8.42562896354
1.18518 0.00122679998441 -0.000813023668394 26.1983 25.9584 25.3331 24.755 23.8873 23.1963 22.7797 22.4323 8.9473207456
1.13186 0.00120209998441 -0.00139442366839 25.7777 25.7989 25.8144 25.7313 25.1282 24.9356 24.8396 24.7619 7.2931179826
1.1853 0.00110959998441 0.000343926331606 25.679 25.6539 25.5928 25.4356 24.7683 24.4936 24.3527 24.2448 7.88047017521
1.18601 0.00117489998441 9.85763316062e-05 27.4464 26.5449 24.8546 23.6105 22.5867 21.4481 20.9307 20.5587 10.6434177329
1.17056 0.00116369998441 -0.000332223668394 24.4476 24.3329 24.0996 23.8109 23.0919 22.6366 22.3818 22.1808 9.4163816347
1.18731 0.000694699984406 -0.000638723668394 26.4168 26.237 25.9394 25.5227 24.6082 24.1863 23.9985 23.8699 7.93459046856
1.13696 0.000983399984406 -0.000504423668394 26.3935 26.2066 25.4991 24.8368 23.8938 23.157 22.661 22.1876 9.61461984248
1.17262 0.000997399984406 0.000370066331606 24.8086 24.8279 24.8236 24.6761 24.0289 23.684 23.5058 23.3596 9.17600625763
1.15452 0.00104509998441 -4.92366839383e-06 25.6957 25.6486 25.5483 25.3152 24.5787 24.1949 24.0115 23.8817 8.11534773049
1.15426 0.00120169998441 -0.000377223668394 25.6383 25.5913 25.5198 25.3903 24.7344 24.548 24.4571 24.3768 7.92453877625
1.17215 0.000716599984406 -0.000196823668394 24.2974 24.2161 24.0655 23.8335 23.1292 22.7482 22.5451 22.3835 9.16415080381
1.17169 0.00119759998441 6.67763316062e-05 24.7671 24.7329 24.6697 24.5516 23.9191 23.7308 23.6347 23.547 8.1372118995
1.17654 0.00119289998441 7.55763316062e-05 26.42 26.3695 26.2308 25.9512 25.2315 24.7142 24.4552 24.2733 7.7769398221
1.18137 0.000908999984406 -0.000668923668394 26.5627 26.4438 26.1967 25.9175 25.1587 24.8157 24.6349 24.4933 7.84436410914
1.18646 0.00113159998441 0.000336856331606 25.4141 25.3536 25.2057 24.9428 24.2616 23.7488 23.4609 23.2466 8.47033751454
1.18442 0.00113159998441 -0.000152223668394 28.4482 27.5562 26.5843 25.7299 24.693 23.9377 23.6071 23.3983 7.89114662536
1.18068 0.000825899984406 0.000663506331606 30.8941 28.538 26.6595 25.444 24.4292 23.3499 22.8681 22.5181 9.30678585498
1.15543 0.000667399984406 0.000770196331606 26.1282 26.0902 26.02 25.8891 25.2755 25.0127 24.8679 24.7435 7.84167766931
1.17168 0.000655099984406 0.00119678633161 26.0464 25.7543 25.3244 24.7946 23.874 23.2921 23.0316 22.8671 8.90712592288
1.18483 0.00125649998441 -0.000679223668394 26.0035 25.9688 25.8832 25.673 25.0025 24.5612 24.3258 24.1453 8.04542443428
1.18378 0.00126829998441 -0.000447123668394 26.0997 26.0534 25.9602 25.7816 25.1104 24.798 24.6281 24.4872 7.66339342686
1.1876 0.00135809998441 0.000257096331606 26.7333 26.5364 26.1549 25.6448 24.7508 24.1398 23.8487 23.6406 8.12725409638
1.17274 0.00136109998441 -0.000113623668394 26.0516 25.9168 25.5977 25.2037 24.408 23.8564 23.5654 23.3548 8.64482247033
1.19337 0.00137119998441 -0.000630423668394 25.6615 25.4429 24.7651 24.1664 23.2375 22.621 22.1636 21.6879 9.3256514726
1.17224 0.000929699984406 5.94763316062e-05 24.9371 24.7957 24.4591 24.1335 23.4004 22.9598 22.6948 22.4731 8.94654014719
1.17715 0.00111209998441 -0.000181023668394 27.3368 27.099 26.3836 25.7238 24.7915 24.0652 23.6237 23.2437 8.51036528389
1.18769 0.00110629998441 -0.000145823668394 25.5211 25.4633 25.3098 24.9902 24.1757 23.7623 23.5817 23.4858 8.34198002664
1.18801 0.000649099984406 -3.42366839383e-06 27.3285 26.9994 26.18 25.439 24.485 23.7318 23.3349 23.014 8.6415092521
1.17357 0.000650899984406 -3.43236683938e-05 25.5078 25.4924 25.4319 25.2281 24.5551 24.1201 23.8986 23.7416 8.19798450278
1.15476 0.00111529998441 0.000367666331606 27.3532 27.1204 26.518 25.8058 24.9488 24.0498 23.6266 23.3436 7.90608089822
1.18145 0.00110629998441 0.000343796331606 25.807 25.669 25.3862 25.0805 24.3344 23.9078 23.6675 23.4701 7.72394855538
1.18796 0.00117339998441 -0.000140823668394 26.1773 25.3024 23.8455 22.7056 21.6675 20.6236 20.1522 19.7926 10.7923462692
1.18734 0.000749999984406 0.000181976331606 24.7637 24.6749 24.519 24.2873 23.5686 23.2311 23.0592 22.9323 8.9139665632
1.17284 0.000754199984406 0.000264516331606 28.48 27.1577 25.8892 24.8706 23.8266 22.9514 22.5652 22.2824 8.45787772893
1.21163 0.000895699984406 -0.000605123668394 25.3324 25.2974 25.2214 25.0706 24.3935 24.1544 24.0427 23.9584 8.15848486191
1.18187 0.00127619998441 0.000138876331606 24.9629 24.804 24.5516 24.2633 23.5198 23.1206 22.8975 22.7101 8.54401364263
1.17309 0.000862599984406 -0.000642123668394 25.8407 25.4367 24.5429 23.7177 22.6986 21.8897 21.4537 21.1011 10.2055579519
1.18254 0.00132969998441 0.000374286331606 30.4656 28.5464 26.278 24.9298 23.8897 22.6765 22.1368 21.6994 8.60194645231
1.19223 0.000671799984406 0.000140876331606 26.206 26.1173 25.9556 25.7996 25.1409 24.9727 24.8819 24.7848 7.61183252267
1.17158 0.00123059998441 -6.79236683938e-05 25.8095 25.7277 25.5759 25.2919 24.55 24.0743 23.8256 23.6373 7.90793443199
1.17226 0.000955499984406 -0.000265323668394 22.6101 22.4482 22.1248 21.8002 21.0756 20.5916 20.2935 20.0349 10.5999425556
1.18537 0.00132279998441 -0.000923023668394 27.9184 27.599 26.5743 25.6585 24.6932 23.7153 23.1864 22.7079 9.2294045649
1.18714 0.000949199984406 0.000337586331606 25.8162 25.637 25.2498 24.8996 24.1672 23.6954 23.403 23.1513 8.5230902301
1.1336 0.00141309998441 -0.000651723668394 26.086 26.0379 25.9343 25.7231 24.9776 24.6927 24.5648 24.4881 8.11581485115
1.18823 0.00141739998441 -0.000644823668394 25.5288 25.3776 25.1223 24.8037 24.0785 23.5575 23.2701 23.0525 8.71970275413
1.18718 0.00141869998441 -0.000104123668394 27.908 27.2988 26.6165 25.9498 24.8979 24.3615 24.1407 24.0116 7.5903965535
1.18467 0.00106579998441 -0.000298423668394 24.7358 24.6348 24.4352 24.2037 23.5177 23.1576 22.9565 22.8017 9.07866527995
1.17082 0.00124979998441 -0.000461623668394 26.8131 26.6065 26.0572 25.481 24.5993 23.9162 23.5568 23.2899 8.33796236148
1.13216 0.00110039998441 -0.000463823668394 24.265 24.216 24.1261 23.9304 23.2469 22.8852 22.7012 22.5552 9.00858719781
1.17671 0.00108979998441 -0.000346023668394 27.1357 26.8174 26.3831 25.8614 24.8676 24.4162 24.233 24.1089 6.93643166345
1.17712 0.00109749998441 -0.000302923668394 25.2341 25.0148 24.3844 23.8258 22.9979 22.3144 21.8936 21.5252 9.66379799549
1.17953 0.00138649998441 4.38763316062e-05 25.9174 25.7255 25.0 24.3246 23.3867 22.6324 22.1532 21.7233 9.76514211753
1.18592 0.00138369998441 0.000321206331606 27.8004 27.2208 26.4295 25.6911 24.6631 24.0013 23.6525 23.3435 7.41645727908
1.16329 0.000653799984406 -0.000467523668394 26.4004 26.1947 25.4664 24.7753 23.7982 23.0474 22.5478 22.0658 9.51504804253
1.17192 0.000729499984406 -0.000171423668394 24.5947 24.5853 24.5564 24.4461 23.8212 23.606 23.4972 23.4048 8.09369685381
1.19475 0.000797299984406 -0.000582423668394 25.6521 25.5341 25.2979 24.9587 24.1966 23.6675 23.383 23.1689 8.47702520856
1.17257 0.000822099984406 0.000359946331606 27.8262 26.2671 24.5462 23.3746 22.3797 21.3125 20.8588 20.5549 10.969411599
1.19575 0.00130139998441 0.000709096331606 25.6916 25.6504 25.5495 25.2936 24.564 24.1068 23.8847 23.7246 8.42679713082
1.18805 0.00130079998441 0.000527126331606 24.3993 24.3631 24.2842 24.1099 23.4306 23.1229 22.9624 22.8322 8.27255702719
1.17936 0.00128379998441 0.000845596331606 26.1599 26.0995 26.0011 25.8607 25.2024 24.9981 24.8905 24.7943 7.08414291929
1.1811 0.00127789998441 0.000582266331606 28.3181 27.7592 26.5895 25.5431 24.4268 23.4729 22.9318 22.4573 8.07463569859
1.18816 0.00127389998441 0.000489696331606 26.7238 26.5969 26.352 25.9959 25.224 24.6871 24.4079 24.2103 7.9828933845
1.18763 0.00121479998441 0.000678616331606 28.5486 26.3961 24.528 23.3328 22.3485 21.2745 20.8196 20.5259 10.6823486617
1.18188 0.00124259998441 0.00139131633161 25.6712 25.5039 24.87 24.3262 23.4462 22.8867 22.4307 21.8717 9.68605328407
1.18321 0.000894399984406 0.000738506331606 25.886 25.7684 25.5136 25.1705 24.403 23.8916 23.6327 23.4564 7.79565391534
1.17278 0.000881399984406 0.000808056331606 27.3262 27.0458 26.3276 25.6592 24.7432 23.9972 23.5639 23.2084 8.54916202741
1.17138 0.000938499984406 0.00126652633161 25.8774 25.7885 25.6209 25.3417 24.5615 24.1765 23.985 23.8404 8.15896195083
1.19528 0.000785099984406 0.00129832633161 25.4555 25.3495 25.1612 24.8588 24.0436 23.6601 23.4705 23.3177 8.26245816059
1.14266 0.000823399984406 0.00142394633161 26.4467 26.293 26.0102 25.6625 24.8735 24.4109 24.1708 23.9876 7.8909583105
1.18161 0.000684699984406 0.000931516331606 26.1272 25.9769 25.6181 25.2599 24.4995 24.0252 23.7531 23.5458 8.31389620597
1.1808 0.000812199984406 0.00105877633161 27.4937 26.814 25.9579 25.1517 24.1414 23.3852 23.0517 22.846 7.34850778055
1.18183 0.000820799984406 0.00109678633161 27.905 26.394 24.6686 23.4121 22.3085 21.2454 20.7288 20.3306 10.9939930497
1.15504 0.000822299984406 0.00117753633161 27.2679 26.9927 26.2325 25.5516 24.6377 23.9002 23.4794 23.1319 8.70852645805
1.18041 0.000728999984406 0.000670436331606 26.4686 26.2943 25.5273 24.7895 23.8083 22.9878 22.4204 21.8413 9.7207699925
1.17205 0.00119149998441 0.000638236331606 30.5846 28.3536 26.7025 25.5727 24.5486 23.5702 23.1495 22.8702 8.06476173416
1.1843 0.000733899984406 0.00133572633161 25.5868 25.2986 24.6939 23.9574 23.0364 22.1918 21.8084 21.5498 10.2218028911
1.17219 0.00120149998441 0.00134835633161 25.3137 25.2246 25.0659 24.8908 24.2535 23.9729 23.8107 23.6646 8.34476274348
1.18236 0.00126549998441 0.00128942633161 26.0191 25.9712 25.8823 25.7105 25.0399 24.7303 24.5666 24.4401 7.7166542257
1.1854 0.00130399998441 0.00117340633161 25.1791 25.1729 25.1403 24.9882 24.3511 23.9899 23.8026 23.6559 8.24467151703
1.15417 0.00117279998441 0.000816636331606 24.5005 24.577 24.7032 24.7606 24.4624 24.3521 24.2593 24.1763 7.35521597538
1.15561 0.00117819998441 0.000816146331606 24.6819 24.5574 24.2896 23.9977 23.262 22.8608 22.634 22.4534 8.902939109
1.15214 0.00117059998441 0.000708396331606 27.7775 27.4061 26.6792 25.9078 24.9509 24.1326 23.7415 23.4733 8.0668702994
1.18504 0.00125069998441 0.000395546331606 27.4474 26.8838 25.6179 24.54 23.5081 22.5009 22.0067 21.6353 8.47243346524
1.152 0.00111649998441 0.000637336331606 24.1401 24.033 23.5871 23.2589 22.7556 22.2885 21.8461 21.4659 8.00769112891
1.14221 0.00110519998441 0.00126062633161 25.447 25.4042 25.3233 25.1508 24.4743 24.1781 24.0275 23.9093 8.10180824765
1.18343 0.00136049998441 0.000848836331606 29.6395 28.3171 26.987 25.9395 24.8855 23.9984 23.5953 23.3222 7.98801396218
1.16988 0.00106719998441 0.000816106331606 25.3243 25.2257 24.9618 24.7127 24.0288 23.7053 23.4963 23.3166 7.98641844433
1.18222 0.00139339998441 0.000383276331606 28.1125 27.5022 26.5233 25.6451 24.6251 23.7988 23.4037 23.1279 7.6221126494
1.18722 0.00108469998441 0.000597726331606 25.1294 25.0178 24.8617 24.7106 24.0496 23.8916 23.8165 23.7357 8.20657587928
1.17688 0.00108359998441 0.000661486331606 25.1909 25.2268 25.2497 25.1587 24.5339 24.3473 24.2557 24.1766 8.0760877561
1.17015 0.00108469998441 0.000893546331606 24.3945 24.2854 24.0856 23.8682 23.1713 22.8725 22.7039 22.5483 8.40267235724
1.2252 0.00109109998441 0.00130923633161 25.6798 25.5053 25.0872 24.6708 23.893 23.3207 22.9816 22.7086 9.11050129695
1.14643 0.00138929998441 0.000838226331606 25.9777 25.8233 25.5301 25.1435 24.3606 23.7858 23.4832 23.2574 8.39669085511
1.18068 0.00112239998441 0.00127135633161 26.9894 26.8197 26.354 25.8973 25.119 24.4849 24.1067 23.8054 8.37805383375
1.14856 0.00135249998441 0.00123167633161 27.056 26.7854 26.1208 25.4815 24.5815 23.8222 23.3951 23.0491 8.67663454975
1.18354 0.00134529998441 0.000996486331606 28.9154 26.7634 24.6727 23.4022 22.3927 21.2561 20.7755 20.4305 10.7819730721
1.19562 0.00134939998441 0.000454916331606 25.0027 24.8895 24.7038 24.4409 23.7005 23.3086 23.1134 22.9667 9.03084955354
1.14533 0.000746899984406 0.00110298633161 26.2982 26.1098 25.5487 25.03 24.2312 23.5514 23.1356 22.7907 8.81059405903
1.18486 0.000745599984406 0.000639276331606 26.2294 25.9868 25.4057 24.858 24.0132 23.3269 22.9249 22.5976 8.73038238596
1.17983 0.000756199984406 0.000497406331606 25.6059 25.4172 24.9704 24.5165 23.7358 23.098 22.7298 22.4458 9.02284711931
1.1834 0.000748299984406 0.000420866331606 26.2667 26.204 26.0998 25.9174 25.205 24.9535 24.834 24.749 7.60533119469
1.19613 0.00136219998441 0.000487506331606 25.2397 25.3212 25.4106 25.4082 24.8911 24.8252 24.8027 24.7874 7.62295879454
1.17327 0.000875499984406 0.000460796331606 26.4281 26.1272 25.5224 24.9593 24.0279 23.4746 23.1802 22.9562 8.50541448074
1.1799 0.000869899984406 0.00113053633161 26.1611 25.9685 25.4244 24.9264 24.1144 23.4988 23.1137 22.7856 8.76532542964
1.1825 0.000863699984406 0.00110189633161 31.3215 28.9863 26.9375 25.6627 24.6542 23.5307 23.0403 22.7083 7.28970912377
1.17194 0.000833799984406 0.00110743633161 27.6735 25.8235 24.1315 22.9368 21.8704 20.8441 20.3854 20.042 10.6538378212
1.17366 0.000837099984406 0.000892846331606 26.3327 26.1625 25.5882 25.0342 24.2194 23.4782 23.0202 22.6406 8.90851061174
1.18129 0.000955699984406 0.000537786331606 25.1365 25.0502 24.889 24.6454 23.9164 23.5398 23.3535 23.2149 8.60274860105
1.14189 0.000981099984406 0.00124188633161 24.1784 24.0474 23.8201 23.5749 22.8643 22.5245 22.3252 22.1407 8.73731398317
1.17086 0.000786499984406 0.000981036331606 27.5354 27.2629 26.5857 25.9399 25.0187 24.2978 23.897 23.581 8.03324135481
1.18157 0.000671899984406 0.000859356331606 26.2112 26.1711 26.1013 25.9339 25.2581 24.9662 24.8189 24.7044 7.70747597599
1.17222 0.000885499984406 0.000417966331606 27.073 26.8163 26.0824 25.4212 24.5031 23.7803 23.3351 22.9503 8.85233790582
1.18544 0.000888099984406 0.000406716331606 25.0965 24.8792 24.3027 23.7754 22.9467 22.2937 21.8898 21.5499 9.47122805128
1.18491 0.000995199984406 0.000810936331606 25.2385 24.8293 24.2762 23.6872 22.6799 22.1683 21.9304 21.7474 9.03058005177
1.1845 0.000988999984406 0.000872876331606 26.3205 26.1595 25.8019 25.4565 24.6688 24.283 24.0566 23.8659 7.27411310795
